Domaine,Zone,Élément,Produit,Année,Valeur
"Bilans Alimentaires (2010-)","Lettonie","Aliments pour animaux","Céréales, Autres","2010","42"
"Bilans Alimentaires (2010-)","Lettonie","Aliments pour animaux","Céréales, Autres","2011","34"
"Bilans Alimentaires (2010-)","Lettonie","Aliments pour animaux","Céréales, Autres","2012","57"
"Bilans Alimentaires (2010-)","Lettonie","Aliments pour animaux","Céréales, Autres","2013","46"
"Bilans Alimentaires (2010-)","Lettonie","Aliments pour animaux","Céréales, Autres","2014","42"
"Bilans Alimentaires (2010-)","Lettonie","Aliments pour animaux","Céréales, Autres","2015","35"
"Bilans Alimentaires (2010-)","Lettonie","Aliments pour animaux","Céréales, Autres","2016","46"
"Bilans Alimentaires (2010-)","Lettonie","Aliments pour animaux","Céréales, Autres","2017","35"
"Bilans Alimentaires (2010-)","Lettonie","Aliments pour animaux","Céréales, Autres","2018","31"
"Bilans Alimentaires (2010-)","Lettonie","Aliments pour animaux","Céréales, Autres","2019","41"
"Bilans Alimentaires (2010-)","Lettonie","Aliments pour animaux","Céréales, Autres","2020","62"
"Bilans Alimentaires (2010-)","Lettonie","Nourriture","Céréales, Autres","2010","9"
"Bilans Alimentaires (2010-)","Lettonie","Nourriture","Céréales, Autres","2011","16"
"Bilans Alimentaires (2010-)","Lettonie","Nourriture","Céréales, Autres","2012","12"
"Bilans Alimentaires (2010-)","Lettonie","Nourriture","Céréales, Autres","2013","11"
"Bilans Alimentaires (2010-)","Lettonie","Nourriture","Céréales, Autres","2014","18"
"Bilans Alimentaires (2010-)","Lettonie","Nourriture","Céréales, Autres","2015","12"
"Bilans Alimentaires (2010-)","Lettonie","Nourriture","Céréales, Autres","2016","12"
"Bilans Alimentaires (2010-)","Lettonie","Nourriture","Céréales, Autres","2017","9"
"Bilans Alimentaires (2010-)","Lettonie","Nourriture","Céréales, Autres","2018","11"
"Bilans Alimentaires (2010-)","Lettonie","Nourriture","Céréales, Autres","2019","16"
"Bilans Alimentaires (2010-)","Lettonie","Nourriture","Céréales, Autres","2020","13"
"Bilans Alimentaires (2010-)","Liban","Aliments pour animaux","Céréales, Autres","2010","2"
"Bilans Alimentaires (2010-)","Liban","Aliments pour animaux","Céréales, Autres","2011","1"
"Bilans Alimentaires (2010-)","Liban","Aliments pour animaux","Céréales, Autres","2012","2"
"Bilans Alimentaires (2010-)","Liban","Aliments pour animaux","Céréales, Autres","2013","1"
"Bilans Alimentaires (2010-)","Liban","Aliments pour animaux","Céréales, Autres","2014","1"
"Bilans Alimentaires (2010-)","Liban","Aliments pour animaux","Céréales, Autres","2015","2"
"Bilans Alimentaires (2010-)","Liban","Aliments pour animaux","Céréales, Autres","2016","1"
"Bilans Alimentaires (2010-)","Liban","Aliments pour animaux","Céréales, Autres","2017","2"
"Bilans Alimentaires (2010-)","Liban","Aliments pour animaux","Céréales, Autres","2018","1"
"Bilans Alimentaires (2010-)","Liban","Aliments pour animaux","Céréales, Autres","2019","2"
"Bilans Alimentaires (2010-)","Liban","Aliments pour animaux","Céréales, Autres","2020","1"
"Bilans Alimentaires (2010-)","Liban","Nourriture","Céréales, Autres","2010","1"
"Bilans Alimentaires (2010-)","Liban","Nourriture","Céréales, Autres","2011","2"
"Bilans Alimentaires (2010-)","Liban","Nourriture","Céréales, Autres","2012","2"
"Bilans Alimentaires (2010-)","Liban","Nourriture","Céréales, Autres","2013","2"
"Bilans Alimentaires (2010-)","Liban","Nourriture","Céréales, Autres","2014","2"
"Bilans Alimentaires (2010-)","Liban","Nourriture","Céréales, Autres","2015","2"
"Bilans Alimentaires (2010-)","Liban","Nourriture","Céréales, Autres","2016","2"
"Bilans Alimentaires (2010-)","Liban","Nourriture","Céréales, Autres","2017","2"
"Bilans Alimentaires (2010-)","Liban","Nourriture","Céréales, Autres","2018","2"
"Bilans Alimentaires (2010-)","Liban","Nourriture","Céréales, Autres","2019","2"
"Bilans Alimentaires (2010-)","Liban","Nourriture","Céréales, Autres","2020","2"
"Bilans Alimentaires (2010-)","Libéria","Aliments pour animaux","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Libéria","Aliments pour animaux","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Libéria","Aliments pour animaux","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Libéria","Aliments pour animaux","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Libéria","Aliments pour animaux","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Libéria","Aliments pour animaux","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Libéria","Aliments pour animaux","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Libéria","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Libéria","Aliments pour animaux","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Libéria","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Libéria","Aliments pour animaux","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Libéria","Nourriture","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Libéria","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Libéria","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Libéria","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Libéria","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Libéria","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Libéria","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Libéria","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Libéria","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Libéria","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Libéria","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Libye","Aliments pour animaux","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Libye","Aliments pour animaux","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Libye","Aliments pour animaux","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Libye","Aliments pour animaux","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Libye","Aliments pour animaux","Céréales, Autres","2014","1"
"Bilans Alimentaires (2010-)","Libye","Aliments pour animaux","Céréales, Autres","2015","2"
"Bilans Alimentaires (2010-)","Libye","Aliments pour animaux","Céréales, Autres","2016","2"
"Bilans Alimentaires (2010-)","Libye","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Libye","Aliments pour animaux","Céréales, Autres","2018","1"
"Bilans Alimentaires (2010-)","Libye","Aliments pour animaux","Céréales, Autres","2019","1"
"Bilans Alimentaires (2010-)","Libye","Aliments pour animaux","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Libye","Nourriture","Céréales, Autres","2010","1"
"Bilans Alimentaires (2010-)","Libye","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Libye","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Libye","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Libye","Nourriture","Céréales, Autres","2014","2"
"Bilans Alimentaires (2010-)","Libye","Nourriture","Céréales, Autres","2015","4"
"Bilans Alimentaires (2010-)","Libye","Nourriture","Céréales, Autres","2016","3"
"Bilans Alimentaires (2010-)","Libye","Nourriture","Céréales, Autres","2017","1"
"Bilans Alimentaires (2010-)","Libye","Nourriture","Céréales, Autres","2018","1"
"Bilans Alimentaires (2010-)","Libye","Nourriture","Céréales, Autres","2019","3"
"Bilans Alimentaires (2010-)","Libye","Nourriture","Céréales, Autres","2020","1"
"Bilans Alimentaires (2010-)","Lituanie","Aliments pour animaux","Céréales, Autres","2010","215"
"Bilans Alimentaires (2010-)","Lituanie","Aliments pour animaux","Céréales, Autres","2011","253"
"Bilans Alimentaires (2010-)","Lituanie","Aliments pour animaux","Céréales, Autres","2012","211"
"Bilans Alimentaires (2010-)","Lituanie","Aliments pour animaux","Céréales, Autres","2013","218"
"Bilans Alimentaires (2010-)","Lituanie","Aliments pour animaux","Céréales, Autres","2014","306"
"Bilans Alimentaires (2010-)","Lituanie","Aliments pour animaux","Céréales, Autres","2015","280"
"Bilans Alimentaires (2010-)","Lituanie","Aliments pour animaux","Céréales, Autres","2016","293"
"Bilans Alimentaires (2010-)","Lituanie","Aliments pour animaux","Céréales, Autres","2017","209"
"Bilans Alimentaires (2010-)","Lituanie","Aliments pour animaux","Céréales, Autres","2018","212"
"Bilans Alimentaires (2010-)","Lituanie","Aliments pour animaux","Céréales, Autres","2019","248"
"Bilans Alimentaires (2010-)","Lituanie","Aliments pour animaux","Céréales, Autres","2020","244"
"Bilans Alimentaires (2010-)","Lituanie","Nourriture","Céréales, Autres","2010","7"
"Bilans Alimentaires (2010-)","Lituanie","Nourriture","Céréales, Autres","2011","8"
"Bilans Alimentaires (2010-)","Lituanie","Nourriture","Céréales, Autres","2012","4"
"Bilans Alimentaires (2010-)","Lituanie","Nourriture","Céréales, Autres","2013","3"
"Bilans Alimentaires (2010-)","Lituanie","Nourriture","Céréales, Autres","2014","3"
"Bilans Alimentaires (2010-)","Lituanie","Nourriture","Céréales, Autres","2015","3"
"Bilans Alimentaires (2010-)","Lituanie","Nourriture","Céréales, Autres","2016","3"
"Bilans Alimentaires (2010-)","Lituanie","Nourriture","Céréales, Autres","2017","2"
"Bilans Alimentaires (2010-)","Lituanie","Nourriture","Céréales, Autres","2018","3"
"Bilans Alimentaires (2010-)","Lituanie","Nourriture","Céréales, Autres","2019","5"
"Bilans Alimentaires (2010-)","Lituanie","Nourriture","Céréales, Autres","2020","4"
"Bilans Alimentaires (2010-)","Luxembourg","Aliments pour animaux","Céréales, Autres","2010","21"
"Bilans Alimentaires (2010-)","Luxembourg","Aliments pour animaux","Céréales, Autres","2011","21"
"Bilans Alimentaires (2010-)","Luxembourg","Aliments pour animaux","Céréales, Autres","2012","21"
"Bilans Alimentaires (2010-)","Luxembourg","Aliments pour animaux","Céréales, Autres","2013","24"
"Bilans Alimentaires (2010-)","Luxembourg","Aliments pour animaux","Céréales, Autres","2014","25"
"Bilans Alimentaires (2010-)","Luxembourg","Aliments pour animaux","Céréales, Autres","2015","18"
"Bilans Alimentaires (2010-)","Luxembourg","Aliments pour animaux","Céréales, Autres","2016","19"
"Bilans Alimentaires (2010-)","Luxembourg","Aliments pour animaux","Céréales, Autres","2017","20"
"Bilans Alimentaires (2010-)","Luxembourg","Aliments pour animaux","Céréales, Autres","2018","22"
"Bilans Alimentaires (2010-)","Luxembourg","Aliments pour animaux","Céréales, Autres","2019","21"
"Bilans Alimentaires (2010-)","Luxembourg","Aliments pour animaux","Céréales, Autres","2020","17"
"Bilans Alimentaires (2010-)","Luxembourg","Nourriture","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Luxembourg","Nourriture","Céréales, Autres","2011","1"
"Bilans Alimentaires (2010-)","Luxembourg","Nourriture","Céréales, Autres","2012","2"
"Bilans Alimentaires (2010-)","Luxembourg","Nourriture","Céréales, Autres","2013","2"
"Bilans Alimentaires (2010-)","Luxembourg","Nourriture","Céréales, Autres","2014","3"
"Bilans Alimentaires (2010-)","Luxembourg","Nourriture","Céréales, Autres","2015","1"
"Bilans Alimentaires (2010-)","Luxembourg","Nourriture","Céréales, Autres","2016","1"
"Bilans Alimentaires (2010-)","Luxembourg","Nourriture","Céréales, Autres","2017","1"
"Bilans Alimentaires (2010-)","Luxembourg","Nourriture","Céréales, Autres","2018","1"
"Bilans Alimentaires (2010-)","Luxembourg","Nourriture","Céréales, Autres","2019","2"
"Bilans Alimentaires (2010-)","Luxembourg","Nourriture","Céréales, Autres","2020","2"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Aliments pour animaux","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Aliments pour animaux","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Aliments pour animaux","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Aliments pour animaux","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Aliments pour animaux","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Aliments pour animaux","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Aliments pour animaux","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Aliments pour animaux","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Aliments pour animaux","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Nourriture","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Madagascar","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Madagascar","Aliments pour animaux","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Madagascar","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Madagascar","Aliments pour animaux","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Madagascar","Nourriture","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Madagascar","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Madagascar","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Madagascar","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Madagascar","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Madagascar","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Madagascar","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Madagascar","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Madagascar","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Madagascar","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Madagascar","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Malaisie","Aliments pour animaux","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Malaisie","Aliments pour animaux","Céréales, Autres","2011","1"
"Bilans Alimentaires (2010-)","Malaisie","Aliments pour animaux","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Malaisie","Aliments pour animaux","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Malaisie","Aliments pour animaux","Céréales, Autres","2014","1"
"Bilans Alimentaires (2010-)","Malaisie","Aliments pour animaux","Céréales, Autres","2015","1"
"Bilans Alimentaires (2010-)","Malaisie","Aliments pour animaux","Céréales, Autres","2016","1"
"Bilans Alimentaires (2010-)","Malaisie","Aliments pour animaux","Céréales, Autres","2017","1"
"Bilans Alimentaires (2010-)","Malaisie","Aliments pour animaux","Céréales, Autres","2018","1"
"Bilans Alimentaires (2010-)","Malaisie","Aliments pour animaux","Céréales, Autres","2019","10"
"Bilans Alimentaires (2010-)","Malaisie","Aliments pour animaux","Céréales, Autres","2020","9"
"Bilans Alimentaires (2010-)","Malaisie","Nourriture","Céréales, Autres","2010","28"
"Bilans Alimentaires (2010-)","Malaisie","Nourriture","Céréales, Autres","2011","26"
"Bilans Alimentaires (2010-)","Malaisie","Nourriture","Céréales, Autres","2012","22"
